tract,Neighborhood,City,State,Teenage_Birth_Rate_women_only_rP_gF_pall,Income
24510190100,Franklin Square, Baltimore, MD,0.5892,Middle
24510160600,Mosher, Baltimore, MD,0.5759,Middle
24510250204,Cherry Hill, Baltimore, MD,0.5587,Middle
24510080800,Broadway East, Baltimore, MD,0.5439,Middle
24510271802,Langston Hughes, Baltimore, MD,0.5401,Middle
24510200100,Lexington, Baltimore, MD,0.5375,Middle
24510250600,Brooklyn, Baltimore, MD,0.5301,Middle
24510080500,Darley Park, Baltimore, MD,0.5249,Middle
24510060300,Butchers Hill, Baltimore, MD,0.5243,Middle
24510090900,Oliver, Baltimore, MD,0.5228,Middle
24510150500,Burleith-Leighton, Baltimore, MD,0.5196,Middle
24510280500,Pleasant View Gardens, Baltimore, MD,0.5175,Middle
24510130300,Penn North, Baltimore, MD,0.5113,Middle
24510090700,Coldstream - Homestead - Montebello, Baltimore, MD,0.511,Middle
24510150600,NW Community Action, Baltimore, MD,0.5098,Middle
24510080102,Belair - Edison, Baltimore, MD,0.506,Middle
24510120500,Greenmount West, Baltimore, MD,0.5041,Middle
24510140300,Druid Heights, Baltimore, MD,0.4984,Middle
24510170300,Upton, Baltimore, MD,0.4959,Middle
24510120300,Harwood, Baltimore, MD,0.4917,Middle
24510120400,Barclay, Baltimore, MD,0.4848,Middle
24510200702,Saint Joseph's, Baltimore, MD,0.4786,Middle
24510100100,Johnson Square, Baltimore, MD,0.4785,Middle
24510260402,Frankford, Baltimore, MD,0.4772,Middle
24510170200,McCulloh Homes, Baltimore, MD,0.477,Middle
24510080301,Berea, Baltimore, MD,0.473,Middle
24510150800,Garwyn Oaks, Baltimore, MD,0.4721,Middle
24510250207,Cherry Hill, Baltimore, MD,0.4717,Middle
24510070400,Gay Street, Baltimore, MD,0.4676,Middle
24510130100,Reservoir Hill, Baltimore, MD,0.466,Middle
24510200701,Allendale, Baltimore, MD,0.4633,Middle
24510080200,Broadway East, Baltimore, MD,0.4615,Middle
24510260403,Cedonia, Baltimore, MD,0.4586,Middle
24510150200,Sandtown-Winchester, Baltimore, MD,0.4571,Middle
24510160802,Edmondson, Baltimore, MD,0.4564,Middle
24510150400,Mondawmin, Baltimore, MD,0.4553,Middle
24510080302,Berea, Baltimore, MD,0.4553,Middle
24510210200,Pigtown, Baltimore, MD,0.4492,Middle
24510080600,Broadway East, Baltimore, MD,0.4455,Middle
24510150300,Coppin Heights, Baltimore, MD,0.4431,Middle
24510030100,Perkins Homes, Baltimore, MD,0.439,Middle
24510250301,Westport, Baltimore, MD,0.4355,Middle
24510070300,Milton - Montford, Baltimore, MD,0.4346,Middle
24510090800,East Baltimore Midway, Baltimore, MD,0.4342,Middle
24510160801,Edmondson, Baltimore, MD,0.4339,Middle
24510280200,Gwynn Oak, Baltimore, MD,0.4336,Middle
24510270701,Harford - Echodale - Perring Parkway, Baltimore, MD,0.432,Middle
24510150702,Walbrook, Baltimore, MD,0.4275,Middle
24510190200,Pratt Monroe, Baltimore, MD,0.4256,Middle
24510180200,Poppleton, Baltimore, MD,0.4226,Middle
24510280402,Rognel Heights, Baltimore, MD,0.4192,Middle
24510271503,Cross Keys, Baltimore, MD,0.4175,Middle
24510160300,Sandtown-Winchester, Baltimore, MD,0.4158,Middle
24510200300,Bentalou-Smallwood, Baltimore, MD,0.4134,Middle
24510200400,Shipley Hill, Baltimore, MD,0.4126,Middle
24510271002,Winston - Govans, Baltimore, MD,0.4114,Middle
24510200800,Irvington, Baltimore, MD,0.4113,Middle
24510271600,Edgecomb, Baltimore, MD,0.411,Middle
24510090100,Ednor Gardens - Lakeside, Baltimore, MD,0.4055,Middle
24510070200,Madison - Eastend, Baltimore, MD,0.4052,Middle
24510271801,Arlington, Baltimore, MD,0.4004,Middle
24510060100,Patterson Park, Baltimore, MD,0.397,Middle
24510150100,Sandtown-Winchester, Baltimore, MD,0.3951,Middle
24510151300,Central Park Heights, Baltimore, MD,0.3938,Middle
24510260302,Belair - Edison, Baltimore, MD,0.3909,Middle
24510200200,Lexington, Baltimore, MD,0.3901,Middle
24510120600,Old Goucher, Baltimore, MD,0.3881,Middle
24510160500,Bridgeview-Greenlawn, Baltimore, MD,0.3852,Middle
24510090500,Better Waverly, Baltimore, MD,0.3848,Middle
24510160400,Midtown Edmondson, Baltimore, MD,0.3848,Middle
24510270901,New Northwood, Baltimore, MD,0.3823,Middle
24510250203,Cherry Hill, Baltimore, MD,0.3796,Middle
24510260303,Claremont - Freedom, Baltimore, MD,0.3768,Middle
24510090600,Coldstream - Homestead - Montebello, Baltimore, MD,0.3765,Middle
24510090200,Ednor Gardens - Lakeside, Baltimore, MD,0.3757,Middle
24510271102,Mid-Charles, Baltimore, MD,0.3691,Middle
24510260202,Parkside, Baltimore, MD,0.368,Middle
24510270802,Ramblewood, Baltimore, MD,0.3671,Middle
24510160100,Harlem Park, Baltimore, MD,0.3658,Middle
24510151200,Park Circle, Baltimore, MD,0.3639,Middle
24510280404,Irvington, Baltimore, MD,0.3601,Middle
24510120700,Remington, Baltimore, MD,0.3592,Middle
24510180100,Poppleton, Baltimore, MD,0.3588,Middle
24510210100,Pigtown, Baltimore, MD,0.3573,Middle
24510030200,Little Italy, Baltimore, MD,0.356,Middle
24510270902,Perring Loch, Baltimore, MD,0.3559,Middle
24510260604,O'Donnell Heights, Baltimore, MD,0.3529,Middle
24510090400,Better Waverly, Baltimore, MD,0.3506,Middle
24510250303,Morrell Park, Baltimore, MD,0.3505,Middle
24510190300,Mount Clare, Baltimore, MD,0.3475,Middle
24005402304,Gwynn Oak, Baltimore, MD,0.3424,Middle
24510151000,Dorchester, Baltimore, MD,0.3395,Middle
24510130804,Hampden, Baltimore, MD,0.3387,Middle
24510270803,Loch Raven, Baltimore, MD,0.3377,Middle
24510260201,Frankford, Baltimore, MD,0.3356,Middle
24510270805,Mid-Govans, Baltimore, MD,0.3353,Middle
24510200500,Mill Hill, Baltimore, MD,0.3344,Middle
24510230300,South Baltimore, Baltimore, MD,0.3337,Middle
24510250101,Beechfield, Baltimore, MD,0.3336,Middle
24510250205,Lakeland, Baltimore, MD,0.3315,Middle
24510260301,Belair - Edison, Baltimore, MD,0.3315,Middle
24510140200,Upton, Baltimore, MD,0.3303,Middle
24510160700,Rosemont, Baltimore, MD,0.3299,Middle
24510280301,Gwynn Oak, Baltimore, MD,0.3278,Middle
24005403202,Gwynn Oak, Baltimore, MD,0.3274,Middle
24510250402,Brooklyn, Baltimore, MD,0.3271,Middle
24510130600,Hampden, Baltimore, MD,0.3256,Middle
24510271700,Central Park Heights, Baltimore, MD,0.3255,Middle
24510130200,Reservoir Hill, Baltimore, MD,0.3254,Middle
24510260203,Frankford, Baltimore, MD,0.3202,Middle
24510270903,Hillen, Baltimore, MD,0.3196,Middle
24510150900,Windsor Hills, Baltimore, MD,0.3183,Middle
24510080101,Belair - Edison, Baltimore, MD,0.3176,Middle
24510110200,Downtown, Baltimore, MD,0.3166,Middle
24510260102,Frankford, Baltimore, MD,0.3151,Middle
24510151100,East Arlington, Baltimore, MD,0.3114,Middle
24510260101,Cedmont, Baltimore, MD,0.3082,Middle
24510250102,Yale Heights, Baltimore, MD,0.3079,Middle
24510090300,Ednor Gardens - Lakeside, Baltimore, MD,0.3071,Middle
24510280102,Gwynn Oak, Baltimore, MD,0.3062,Middle
24510280101,Reisterstown Station, Baltimore, MD,0.3045,Middle
24510271900,Glen, Baltimore, MD,0.2995,Middle
24510260800,Baltimore Highlands, Baltimore, MD,0.2961,Middle
24510170100,Downtown, Baltimore, MD,0.2958,Middle
24510250500,Curtis Bay, Baltimore, MD,0.2956,Middle
24510110100,Downtown, Baltimore, MD,0.2952,Middle
24510140100,Bolton Hill, Baltimore, MD,0.2949,Middle
24510160200,Sandtown-Winchester, Baltimore, MD,0.2946,Middle
24510130400,Woodbrook, Baltimore, MD,0.2908,Middle
24510180300,Hollins Market, Baltimore, MD,0.2851,Middle
24510270102,Waltherson, Baltimore, MD,0.2838,Middle
24510270401,Glenham-Belford, Baltimore, MD,0.28,Middle
24510270801,Idlewood, Baltimore, MD,0.2785,Middle
24510150701,Hanlon Longwood, Baltimore, MD,0.2743,Middle
24510261000,Patterson Park, Baltimore, MD,0.2713,Middle
24510280403,Westgate, Baltimore, MD,0.2703,Middle
24005402405,Gwynn Oak, Baltimore, MD,0.2673,Middle
24510240100,Locust Point, Baltimore, MD,0.2611,Middle
24510130805,Cold Springs, Baltimore, MD,0.2606,Middle
24510230200,South Baltimore, Baltimore, MD,0.2598,Middle
24510130700,Hampden, Baltimore, MD,0.2565,Middle
24510040200,Downtown, Baltimore, MD,0.2563,Middle
24510270702,Harford - Echodale - Perring Parkway, Baltimore, MD,0.2555,Middle
24510020100,Upper Fells Point, Baltimore, MD,0.2551,Middle
24510260605,Medford - Broening, Baltimore, MD,0.2534,Middle
24510261100,Canton, Baltimore, MD,0.2523,Middle
24510270200,Lauraville, Baltimore, MD,0.2441,Middle
24510270804,Lake Walker, Baltimore, MD,0.2438,Middle
24005402403,Gwynn Oak, Baltimore, MD,0.2437,Middle
24510040100,Downtown, Baltimore, MD,0.2425,Middle
24510240400,Riverside Park, Baltimore, MD,0.2414,Middle
24510280302,West Forest Park, Baltimore, MD,0.2411,Middle
24510270101,Arcadia, Baltimore, MD,0.2404,Middle
24510260401,Armistead Gardens, Baltimore, MD,0.2403,Middle
24510272006,Glen, Baltimore, MD,0.2393,Middle
24003750201,Brooklyn, Baltimore, MD,0.2392,Middle
24510250401,Brooklyn, Baltimore, MD,0.2368,Middle
24510270402,Glenham-Belford, Baltimore, MD,0.233,Middle
24510010400,Canton, Baltimore, MD,0.2275,Middle
24510010100,Canton, Baltimore, MD,0.2274,Middle
24510260404,Baltimore Highlands, Baltimore, MD,0.2262,Middle
24510130806,Woodberry, Baltimore, MD,0.2257,Middle
24510010300,Canton, Baltimore, MD,0.2254,Middle
24510020200,Upper Fells Point, Baltimore, MD,0.2181,Middle
24510270301,Lauraville, Baltimore, MD,0.2151,Middle
24510240200,Riverside, Baltimore, MD,0.2145,Middle
24510250206,Morrell Park, Baltimore, MD,0.2115,Middle
24510240300,Riverside, Baltimore, MD,0.2075,Middle
24005401302,Gwynn Oak, Baltimore, MD,0.207,Middle
24510010500,Upper Fells Point, Baltimore, MD,0.2045,Middle
24510270302,Waltherson, Baltimore, MD,0.197,Middle
24510010200,Patterson Park, Baltimore, MD,0.1895,Middle
24510272007,Fallstaff, Baltimore, MD,0.1859,Middle
24510270600,Harford - Echodale - Perring Parkway, Baltimore, MD,0.1824,Middle
24510250103,Violetville, Baltimore, MD,0.1689,Middle
24510130803,Medfield, Baltimore, MD,0.1657,Middle
24510270501,Woodring, Baltimore, MD,0.1655,Middle
24510270502,North Harford Road, Baltimore, MD,0.1625,Middle
24510260700,Fifteenth Street, Baltimore, MD,0.1603,Middle
24510271101,Radnor - Winston, Baltimore, MD,0.1578,Middle
24510270703,North Harford Road, Baltimore, MD,0.1478,Middle
24510260501,Joseph Lee, Baltimore, MD,0.1359,Middle
24510020300,Fells Point, Baltimore, MD,0.124,Middle
24510271200,Homeland, Baltimore, MD,0.0963,Middle
24510271400,Evergreen, Baltimore, MD,0.084,Middle
24510272005,Cross Country, Baltimore, MD,0.0804,Middle
24510272004,Cheswolde, Baltimore, MD,0.0769,Middle
24510120100,Tuscany - Canterbury, Baltimore, MD,0.0587,Middle
24510271501,Mount Washington, Baltimore, MD,0.0469,Middle
24510271300,Roland Park, Baltimore, MD,0.0423,Middle
24510100300,Penn - Fallsway, Baltimore, MD,,Middle
24510250204,Cherry Hill, Baltimore, MD,0.6414,Low
24510280500,Pleasant View Gardens, Baltimore, MD,0.638,Low
24510271102,Mid-Charles, Baltimore, MD,0.6247,Low
24510200100,Lexington, Baltimore, MD,0.6194,Low
24510120400,Barclay, Baltimore, MD,0.6167,Low
24510080200,Broadway East, Baltimore, MD,0.6045,Low
24510271802,Langston Hughes, Baltimore, MD,0.6038,Low
24510090900,Oliver, Baltimore, MD,0.5995,Low
24510080600,Broadway East, Baltimore, MD,0.5981,Low
24510080302,Berea, Baltimore, MD,0.5956,Low
24510080800,Broadway East, Baltimore, MD,0.5943,Low
24510170200,McCulloh Homes, Baltimore, MD,0.5922,Low
24510090700,Coldstream - Homestead - Montebello, Baltimore, MD,0.5856,Low
24510200400,Shipley Hill, Baltimore, MD,0.5836,Low
24510170300,Upton, Baltimore, MD,0.5829,Low
24510060300,Butchers Hill, Baltimore, MD,0.5808,Low
24510260403,Cedonia, Baltimore, MD,0.5795,Low
24510070200,Madison - Eastend, Baltimore, MD,0.5791,Low
24510110200,Downtown, Baltimore, MD,0.5753,Low
24510090400,Better Waverly, Baltimore, MD,0.5732,Low
24510080700,Broadway East, Baltimore, MD,0.5731,Low
24510080102,Belair - Edison, Baltimore, MD,0.5724,Low
24510070400,Gay Street, Baltimore, MD,0.57,Low
24510030100,Perkins Homes, Baltimore, MD,0.5697,Low
24510090800,East Baltimore Midway, Baltimore, MD,0.5693,Low
24510160300,Sandtown-Winchester, Baltimore, MD,0.569,Low
24510080500,Darley Park, Baltimore, MD,0.5647,Low
24510160600,Mosher, Baltimore, MD,0.5635,Low
24510130300,Penn North, Baltimore, MD,0.5632,Low
24510030200,Little Italy, Baltimore, MD,0.5587,Low
24510200300,Bentalou-Smallwood, Baltimore, MD,0.557,Low
24510150200,Sandtown-Winchester, Baltimore, MD,0.5569,Low
24510150500,Burleith-Leighton, Baltimore, MD,0.556,Low
24510100100,Johnson Square, Baltimore, MD,0.5553,Low
24510070300,Milton - Montford, Baltimore, MD,0.5542,Low
24510080301,Berea, Baltimore, MD,0.5532,Low
24510250203,Cherry Hill, Baltimore, MD,0.5505,Low
24510120500,Greenmount West, Baltimore, MD,0.5497,Low
24510160400,Midtown Edmondson, Baltimore, MD,0.5492,Low
24510150100,Sandtown-Winchester, Baltimore, MD,0.5468,Low
24510090500,Better Waverly, Baltimore, MD,0.546,Low
24510160200,Sandtown-Winchester, Baltimore, MD,0.5447,Low
24510151300,Central Park Heights, Baltimore, MD,0.5446,Low
24510260402,Frankford, Baltimore, MD,0.5445,Low
24510250301,Westport, Baltimore, MD,0.5409,Low
24510160100,Harlem Park, Baltimore, MD,0.5394,Low
24510120600,Old Goucher, Baltimore, MD,0.5383,Low
24510120300,Harwood, Baltimore, MD,0.5379,Low
24510060100,Patterson Park, Baltimore, MD,0.5375,Low
24510280301,Gwynn Oak, Baltimore, MD,0.5357,Low
24510271801,Arlington, Baltimore, MD,0.532,Low
24510140200,Upton, Baltimore, MD,0.5303,Low
24510190100,Franklin Square, Baltimore, MD,0.5289,Low
24510140100,Bolton Hill, Baltimore, MD,0.5274,Low
24510080400,Broadway East, Baltimore, MD,0.5273,Low
24510250101,Beechfield, Baltimore, MD,0.526,Low
24510150600,NW Community Action, Baltimore, MD,0.5246,Low
24510271600,Edgecomb, Baltimore, MD,0.5242,Low
24510140300,Druid Heights, Baltimore, MD,0.5239,Low
24510200800,Irvington, Baltimore, MD,0.5215,Low
24510250600,Brooklyn, Baltimore, MD,0.5207,Low
24510200200,Lexington, Baltimore, MD,0.5171,Low
24510080101,Belair - Edison, Baltimore, MD,0.5161,Low
24510271002,Winston - Govans, Baltimore, MD,0.5151,Low
24510130200,Reservoir Hill, Baltimore, MD,0.5137,Low
24510150400,Mondawmin, Baltimore, MD,0.5131,Low
24510090600,Coldstream - Homestead - Montebello, Baltimore, MD,0.5129,Low
24510150800,Garwyn Oaks, Baltimore, MD,0.5084,Low
24510210200,Pigtown, Baltimore, MD,0.5068,Low
24510150900,Windsor Hills, Baltimore, MD,0.5064,Low
24510150300,Coppin Heights, Baltimore, MD,0.5055,Low
24510250207,Cherry Hill, Baltimore, MD,0.5041,Low
24510260604,O'Donnell Heights, Baltimore, MD,0.5031,Low
24510270901,New Northwood, Baltimore, MD,0.5028,Low
24510180200,Poppleton, Baltimore, MD,0.5027,Low
24510260404,Baltimore Highlands, Baltimore, MD,0.502,Low
24510130400,Woodbrook, Baltimore, MD,0.5005,Low
24510130100,Reservoir Hill, Baltimore, MD,0.4995,Low
24510270702,Harford - Echodale - Perring Parkway, Baltimore, MD,0.4992,Low
24510150702,Walbrook, Baltimore, MD,0.4976,Low
24510090200,Ednor Gardens - Lakeside, Baltimore, MD,0.4967,Low
24510151000,Dorchester, Baltimore, MD,0.4941,Low
24510260301,Belair - Edison, Baltimore, MD,0.4934,Low
24510260101,Cedmont, Baltimore, MD,0.4931,Low
24510160802,Edmondson, Baltimore, MD,0.4921,Low
24510260102,Frankford, Baltimore, MD,0.4887,Low
24510150701,Hanlon Longwood, Baltimore, MD,0.4882,Low
24510090100,Ednor Gardens - Lakeside, Baltimore, MD,0.4866,Low
24005403202,Gwynn Oak, Baltimore, MD,0.4855,Low
24510151200,Park Circle, Baltimore, MD,0.4839,Low
24510260302,Belair - Edison, Baltimore, MD,0.4836,Low
24510271700,Central Park Heights, Baltimore, MD,0.4831,Low
24510160801,Edmondson, Baltimore, MD,0.4829,Low
24510250102,Yale Heights, Baltimore, MD,0.4824,Low
24510200701,Allendale, Baltimore, MD,0.4777,Low
24510170100,Downtown, Baltimore, MD,0.4772,Low
24510160500,Bridgeview-Greenlawn, Baltimore, MD,0.4768,Low
24510200702,Saint Joseph's, Baltimore, MD,0.4764,Low
24510270903,Hillen, Baltimore, MD,0.4748,Low
24510270701,Harford - Echodale - Perring Parkway, Baltimore, MD,0.474,Low
24510280200,Gwynn Oak, Baltimore, MD,0.4716,Low
24510260202,Parkside, Baltimore, MD,0.4712,Low
24510280404,Irvington, Baltimore, MD,0.4699,Low
24510190300,Mount Clare, Baltimore, MD,0.4671,Low
24510200500,Mill Hill, Baltimore, MD,0.467,Low
24510261000,Patterson Park, Baltimore, MD,0.4644,Low
24510260303,Claremont - Freedom, Baltimore, MD,0.4611,Low
24510110100,Downtown, Baltimore, MD,0.4611,Low
24510280403,Westgate, Baltimore, MD,0.457,Low
24510270902,Perring Loch, Baltimore, MD,0.4558,Low
24510270101,Arcadia, Baltimore, MD,0.4525,Low
24510280101,Reisterstown Station, Baltimore, MD,0.4498,Low
24510270802,Ramblewood, Baltimore, MD,0.4494,Low
24510270102,Waltherson, Baltimore, MD,0.4492,Low
24510210100,Pigtown, Baltimore, MD,0.4489,Low
24510040200,Downtown, Baltimore, MD,0.4483,Low
24510180300,Hollins Market, Baltimore, MD,0.4478,Low
24510250402,Brooklyn, Baltimore, MD,0.4469,Low
24510261100,Canton, Baltimore, MD,0.4462,Low
24510160700,Rosemont, Baltimore, MD,0.444,Low
24510260201,Frankford, Baltimore, MD,0.4437,Low
24510270805,Mid-Govans, Baltimore, MD,0.4394,Low
24510010300,Canton, Baltimore, MD,0.4377,Low
24510270804,Lake Walker, Baltimore, MD,0.4366,Low
24510271900,Glen, Baltimore, MD,0.4358,Low
24510090300,Ednor Gardens - Lakeside, Baltimore, MD,0.4294,Low
24510180100,Poppleton, Baltimore, MD,0.4289,Low
24510190200,Pratt Monroe, Baltimore, MD,0.4267,Low
24510240400,Riverside Park, Baltimore, MD,0.4266,Low
24510120700,Remington, Baltimore, MD,0.4247,Low
24005402304,Gwynn Oak, Baltimore, MD,0.4239,Low
24510040100,Downtown, Baltimore, MD,0.4205,Low
24510151100,East Arlington, Baltimore, MD,0.4196,Low
24510260203,Frankford, Baltimore, MD,0.4162,Low
24510270803,Loch Raven, Baltimore, MD,0.4136,Low
24510230200,South Baltimore, Baltimore, MD,0.4026,Low
24510010200,Patterson Park, Baltimore, MD,0.4,Low
24510130600,Hampden, Baltimore, MD,0.3994,Low
24510130806,Woodberry, Baltimore, MD,0.3991,Low
24510280402,Rognel Heights, Baltimore, MD,0.399,Low
24510280102,Gwynn Oak, Baltimore, MD,0.393,Low
24510130700,Hampden, Baltimore, MD,0.3909,Low
24510260605,Medford - Broening, Baltimore, MD,0.3888,Low
24510250500,Curtis Bay, Baltimore, MD,0.3857,Low
24510272006,Glen, Baltimore, MD,0.3853,Low
24510260800,Baltimore Highlands, Baltimore, MD,0.3847,Low
24510280302,West Forest Park, Baltimore, MD,0.3845,Low
24510250205,Lakeland, Baltimore, MD,0.3823,Low
24005402403,Gwynn Oak, Baltimore, MD,0.3817,Low
24510240200,Riverside, Baltimore, MD,0.3672,Low
24510270402,Glenham-Belford, Baltimore, MD,0.3648,Low
24510250303,Morrell Park, Baltimore, MD,0.3634,Low
24510010400,Canton, Baltimore, MD,0.3626,Low
24510270401,Glenham-Belford, Baltimore, MD,0.3626,Low
24510130805,Cold Springs, Baltimore, MD,0.3614,Low
24005402405,Gwynn Oak, Baltimore, MD,0.3609,Low
24510240300,Riverside, Baltimore, MD,0.3598,Low
24510010500,Upper Fells Point, Baltimore, MD,0.3525,Low
24510250206,Morrell Park, Baltimore, MD,0.3489,Low
24510270801,Idlewood, Baltimore, MD,0.3453,Low
24510020200,Upper Fells Point, Baltimore, MD,0.3388,Low
24510260401,Armistead Gardens, Baltimore, MD,0.3273,Low
24510271101,Radnor - Winston, Baltimore, MD,0.3257,Low
24510130804,Hampden, Baltimore, MD,0.3253,Low
24510270302,Waltherson, Baltimore, MD,0.3226,Low
24510272007,Fallstaff, Baltimore, MD,0.3207,Low
24510230300,South Baltimore, Baltimore, MD,0.3204,Low
24510270200,Lauraville, Baltimore, MD,0.3153,Low
24510020100,Upper Fells Point, Baltimore, MD,0.314,Low
24510250401,Brooklyn, Baltimore, MD,0.3127,Low
24003750201,Brooklyn, Baltimore, MD,0.3106,Low
24510130803,Medfield, Baltimore, MD,0.2942,Low
24510240100,Locust Point, Baltimore, MD,0.2893,Low
24005401302,Gwynn Oak, Baltimore, MD,0.2879,Low
24510260501,Joseph Lee, Baltimore, MD,0.2827,Low
24510270301,Lauraville, Baltimore, MD,0.274,Low
24510270600,Harford - Echodale - Perring Parkway, Baltimore, MD,0.2682,Low
24510260700,Fifteenth Street, Baltimore, MD,0.2559,Low
24510010100,Canton, Baltimore, MD,0.2456,Low
24510250103,Violetville, Baltimore, MD,0.2288,Low
24510270703,North Harford Road, Baltimore, MD,0.2206,Low
24510270502,North Harford Road, Baltimore, MD,0.2105,Low
24510270501,Woodring, Baltimore, MD,0.2008,Low
24510020300,Fells Point, Baltimore, MD,0.1756,Low
24510271200,Homeland, Baltimore, MD,0.158,Low
24510272005,Cross Country, Baltimore, MD,0.1498,Low
24510271400,Evergreen, Baltimore, MD,0.1474,Low
24510272004,Cheswolde, Baltimore, MD,0.1454,Low
24510120100,Tuscany - Canterbury, Baltimore, MD,0.108,Low
24510271300,Roland Park, Baltimore, MD,0.0828,Low
24510271501,Mount Washington, Baltimore, MD,0.0699,Low
24510100300,Penn - Fallsway, Baltimore, MD,,Low
24510271503,Cross Keys, Baltimore, MD,,Low